entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
131	82	7	No Archive Warnings Apply,M/M,DC&#39;s Legends of Tomorrow (TV),John Constantine/Gary Green,John Constantine,Gary Green,Drabble,Drunken Flirting,	17643839	'Useless!' John complains as he throws his phone to the other end of the couch. Gary shakes his head and retrieves the phone. John groans, 'No, you're supposed to cuddle with me!'  'Since there's no delivery I'll make you potato skins,' Gary reasons.  John tilts his head back and wrinkles his nose considering.  Gary frown at John's cell. 'I have everything but bacon.'  'I brought some! For breakfast, mine not yours.'  Gary smiles. 'Drunk.'  'Don't leave,' John pouts as he shifts so he can grab Gary's arm.  'Food?' Gary reminds.  'No,' John decides as he pulls Gary into a kiss.	More Important	100	Teen And Up Audiences	John is not getting what he wants so Gary tries to help.	4	2019-02-03	0
132	220	24	No Archive Warnings Apply,M/M,Men&#39;s Football RPF,Lionel Messi/Sergio Ramos,Sergio Ramos,Lionel Messi,El Clásico,Humor,Drabble,Missing Scene,	17637419	Sergio saw the graffiti of  Cris and Messi  popping up around Barcelona last year. He had a good laugh about it; the artist painted Messi standing on his tiptoes to reach Cris' lips.  Sergio doesn't feel like laughing now when it's  him and Messi  covering the side of the skyscraper above Alduccio's pizzeria right across Real's stadium.  The mural is huge, it's impossible to miss it.  Sergio meets Messi's eyes when they shake hands before the match.  Turning pink, Messi averts his gaze and Sergio knows Messi saw it too.  Smiling lazily, Sergio decides to exploit the offence's unexpected weakness.	The Mural	100	Teen And Up Audiences	A new mural next to Real's stadium catches Sergio's eye.	6	2019-02-02	1
133	25	10	No Archive Warnings Apply,Gen,Final Fantasy XV,Cor Leonis,Poetry,Poetry for Eos,Character Inspired Poetry,	17637311	It is not the guard's place to outlive his king	Trium Regum	113	Teen And Up Audiences	A poem on Cor for the FFXVStoryFun Discord Server Poetry Challenge.	8	2019-02-02	0
134	26	10	Creator Chose Not To Use Archive Warnings,Major Character Death,Gen,Final Fantasy XV,Ravus Nox Fleuret &amp; Sylva Via Fleuret,Sylva Via Fleuret,Mentions of Ravus Nox Fleuret,Poetry,Poetry for Eos,	17636336	my dear, the world is rotten and grey and dripping black from every pore my dear, there are armies marching from sea to shore, dark and white light and night my dear, they are marching to your door my dear, (and this is a secret, I know), you have always loved the water best: Tidemother defiant, unbowed, unchained my dear (and this too is a secret, one for time to keep): one day, you will not my dear, your heart is kind and full of mercy (another secret: it will be your end) (my dear, your end is also a sword and the son of your body, and greed and grief my dear, your end is a choice - but they are all choices.) (my dear, there is no other choice you would have made.) my dear, you are a light and lights go o u t . my dear, you were never meant to last.	penultimate	154	Teen And Up Audiences	my dear, the hills are blue with sorrow and fears and tears	3	2019-02-02	1
135	25	10	Creator Chose Not To Use Archive Warnings,Gen,Final Fantasy XV,Kingsglaive movie - Fandom,Tredd Furia,angst in verse form,Poetry,Canon Compliant,	17636246	Raindrops of ashes and dust Weep not for the fallen What shall become of you Will the hand of fate favor you?	Fall of the lost	124	Teen And Up Audiences	From the fall of Galahd to the fall of Insomnia	4	2019-02-02	0
136	81	6	Creator Chose Not To Use Archive Warnings,Gen,Agents of S.H.I.E.L.D. (TV),Phil Coulson &amp; Skye | Daisy Johnson,Skye | Daisy Johnson,Post Season 5,pre season 6,	17635709	Boss. No, too cheap. Too easy. It stinks of bitter coffee grounds and retail name tags. Of an easy nine to five shift, of procedures and processes and nothing in particular. Friend. No. Too vague. A friend could be a yoga buddy or a classmate or someone you talked with at the latest concert.  Associate: What is she, a CEO? A Wal-Mart employee?        Mentor: No. Closer, but no. Too formal. Too academic. It wasn't about a thesis or a twelve-step program. It was life, shaving cream and gunshots and flying cars, a world beyond imagination. Dad: No. She wishes she could, but no. That word was left behind long ago, lost in the trash-bag shuffle between foster homes. It could have been, once, but no. Leader: She followed him everywhere. Anywhere. Any time, into space and the future and other dimensions.	define	153	Teen And Up Audiences	She tries out all the words, looking for one that fits. Daisy reflects on Coulson's death.	0	2019-02-02	0
137	388	15	No Archive Warnings Apply,Gen,Holby City,Serena Campbell/Bernie Wolfe,Serena Campbell,Bernie Wolfe,Drabble,Parody,Drinking,	17635094	May 2019       For fucks sake' Serena grumbled, taking out a bottle from the space usually reserved for her beloved Shiraz. ‘I'm going to have to get used to this aren't I?'  ‘I tried it the other day. Give yourself time to try it.'  ‘Fine, fine.' Serena reluctantly poured a couple of glasses and passed one round. They felt too depressed to toast to anything so they looked sadly at each other and sipped.  ‘Well, looks like you'll have to break out the Shiraz for special occasions' said Bernie.  ‘Looks like it. Lucky I've hoarded a healthy stash of it at home. Mind you, this isn't actually that bad.'  ‘Told you so.' Bernie grinned smugly.  Serena turned the bottle around to see the label and studied it for a while. ‘Well now, Mr Rioja, you're not my usual kind of chap but I guess we could get along.'  Fucking Brexit.	Brexit	149	Teen And Up Audiences	Drinking in the office	24	2019-02-02	0
138	15	1	Creator Chose Not To Use Archive Warnings,M/M,Saint Seiya,Cancer Deathmask/Pisces Aphrodite,Pisces Aphrodite,Cancer Deathmask,Drabble,	17633468	"""Why do you always fall for the same trap?"" Aphrodite questioned as he shook his head at Deathmask.  ""It's a very good trap,"" Deathmask replied. The vines binding him hadn't found his mouth yet, unfortunately. But there were thorns pressing into his skin, and little blood droplets were welling up on his arms and neck.  ""It is."" That was why he'd set it, after all. ""You seem very fond.""  Deathmask swore as Aphrodite reached to guide the vines lower and into Deathmask's pants, as if Deathmask couldn't easily break them.  ""Don't worry."" Aphrodite licked his lips. ""I'll make them share."""	Thorns	100	Teen And Up Audiences	Deathmask, trapped.	0	2019-02-02	0
139	332	42	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Stiles Stilinski,Derek Hale,Drabble,Alternate Universe,Established Derek Hale/Stiles Stilinski,Pizza,Making Out,Domestic Fluff,	17630009	'Choose wisely,' Stiles intoned, holding a pizza menu in one hand, Chinese take-out in the other. Only momentarily confused, Derek looked up from his book, 'Let's order pizza.' Stiles made the call then plonked himself alongside Derek, rubbing against him, like a cat. 'Stiles?' Stiles took away the book and straddled Derek's lap. Eager kissing and writhing commenced. When Derek's mouth was free: 'Stiles, this is nice…' 'Without doubt.' 'But, what's…' 'Pizza's fattening. So let's burn up the weight we'll gain eating it before it gets here.' 'Makes sense,' Derek agreed, whether it did or not. 'We have thirty minutes.'	Can't Say No	100	Teen And Up Audiences	"The sterekdrabbles challenge for 02/01/19: 'doubt, choose, gain' I took the title from Tyler Hoechlin's famous declaration, ""You can't say no to pizza,"" but it has other implications too!"	7	2019-02-02	2
140	45	5	No Archive Warnings Apply,M/M,Star Trek: Enterprise,Jonathan Archer/Thy&#39;lek Shran,Jonathan Archer,Thy&#39;lek Shran,Drabble,	17629454	Archer's body protested upon waking. Then, realization: he had been sleeping half-slumped against the metal bulkhead that made his headboard.  He hadn't felt like this in over a decade—temples pounding, stomach 'kill me now' nauseated—and stretched, disrupting what could only be a body.  Which was unusual.    Halfway down Archer's chest, limp antenna and white hair greeted him. Shran's lips were tinted dark blue, a matching spot on his neck; Archer imagined himself much the same.  Andorian Ale. And then something that really turned on the two of them—sloppy and passionate.  Shran woke up with a hoarse swear.	ruin my moonlight	100	Teen And Up Audiences	The morning after.	4	2019-02-02	0
141	215	26	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Marcus Pierce,Lucifer Morningstar (Lucifer TV),Angst,Twisted and Fluffy Feelings,Idiots in Love,emotionally repressed immortals try to talk about their feelings,a gift for a lovely commenter,	17628770	'What makes you think I'd choose you?' Pierce asks. Lucifer doesn't even try to hide the hurt that flashes across his expression. It bothers Pierce more than it should. 'Desperation?' Lucifer grits out. 'You don't want to be alone anymore. Don't want to hurt. I'm the only immortal you'll ever meet who would actually stay with you, because I'm the only one who knows how it feels.' Pierce's heart hurt. 'Know how what feels?' Lucifer crosses the distance between them in two strides and kisses him, tenderly. There are tears on his lashes. 'Being hated, and knowing you deserve it.'	Undeserving	100	Teen And Up Audiences	Maybe if it hurts, that means it's working.	6	2019-02-02	1
142	22	4	Major Character Death,M/M,Fairy Tail,Rogue Cheney/Sting Eucliffe,Rogue Cheney,Sting Eucliffe,Angst,future rogue angst is always good,	17627810	Being with Sting was like being part of a song.  It had a melody, and a rhythm, and movements that mapped out the path that their lives had taken together.  Through the loss of parents, of friends… through everything that life had thrown their way.  It was as joyful as it was sorrowful, and it defined Rogue's life in a way he found difficult to articulate.  The day the music ended, was the day Rogue had put his hand through Sting's stomach, as dragons destroyed the world around them.  Sting had smiled at him, his half transformation into a dragon fading, and he'd thanked Rogue even as he'd bled out.  Thanked him for saving his soul.  As Sting died in his arms, so too did the music in Rogue's heart.  Replaced only by a soundless void, that ached for the bright melody it had once known.  And he resolved, in that moment, to do whatever was necessary to bring it back, to undo all that had befallen them.  Even if it meant sacrificing everything else.	The Day The Music Died	175	Teen And Up Audiences	Being with Sting was like being part of a song.	2	2019-02-02	1
143	52	3	Creator Chose Not To Use Archive Warnings,M/M,The Lord of the Rings - J. R. R. Tolkien,Elrohir/Legolas Greenleaf,Legolas Greenleaf,Elrohir (Tolkien),	17626352	"Late Breakfast By CC  January, 2016   This is an amateur effort and does not intend to infringe on the rights of J.R.R. Tolkien. No profit is made and no harm is intended.   This was written for Jay of Lasgalen! Happy Birthday!   Legolas stretched languidly on the bed, wondering where Elrohir was. A night of lovemaking in the peaceful Imladris had exhausted them both. Legolas was not an early riser, not when he was off duty at least.  ""Awake at last?""  Elrohir was standing at the entrance, a bed tray with tea, bread, and cheese in his hands.""  Legolas sat up. ""Don't tell me that breakfast is over. Did your father ask...?""  ""I told Papa that you were exhausted after a month in the wilderness.""  ""I'm not that weak!"" Legolas protested as Elrohir set the bed tray before him.  ""I could go back and tell him why you were exhausted then.""  ""No, please. I know he knows, but still...""  ""Elladan hinted at it anyway.""  ""Your brother is...""  ""Incorrigible, I know. Now enjoy your breakfast, love. We have a Council meeting with Father and his counselors this afternoon."""	Late Breakfast	188	Teen And Up Audiences	Legolas oversleeps...	0	2019-02-01	0
